;Unnamed: 0;_id;aut;author_gender;created_at;full_text;id_str;in_reply_to_status_id;in_reply_to_tweet;in_reply_to_user_id;is_sexist;msg;person_1;person_2;receiver_gender;retweet_count;sentiment_1;sentiment_2;sexist_1;sexist_2;user_id
763;16976;5a9c74640842190dbf518cf2;1;-1;Thu Feb 08 13:40:22 +0000 2018;@TeresaRodr_ @margallegoes Así se habla!  Olé!!!;961595562779955200;961266275380023296;;784574954.0;;reply;2.0;4.0;-1;0;0;0;0;0;15126191
764;11666;5a9c74630842190dbf50dec5;1;-1;Sun Jan 21 15:16:02 +0000 2018;@capdevilajoan @gabrielrufian Animo @gabrielrufian !;955096657338818560;954808726678048770;;331085228.0;;reply;2.0;1.0;0;0;0;0;0;0;734495178837348352
765;26618;5a9c74640842190dbf523dba;1;-1;Fri Feb 16 14:41:22 +0000 2018;@zoidoJI @guardiacivil Tu q vas a perseguir!!! Métete una troncha de 15 horas o una persecución a 180 x la autovía. Coge un Z y sal a la calle. Y luego regatéanos el sueldo como estás haciendo vilmente.#EquiparacionYa#JuntosMejoryMásSeguros#TodosSomosTxema#TodosSomosJandro#16FSalamanca @jusapol;964510019315216391;964489303672938496;;169843986.0;;reply;3.0;2.0;1;1;0;0;0;0;888482436660834304
767;7618;5a9c74630842190dbf50cef5;1;1;Wed Jan 17 15:57:59 +0000 2018;@CiudadanaMartaR Que tenéis una coalicion;953657661454798850;953653385437306880;;7.362849748784783e+17;;reply;2.0;3.0;0;0;0;0;0;0;918401064348643328
768;932;5a9934340842191684e86ddc;1;1;Tue Feb 13 17:49:18 +0000 2018;No es la primera vez que se retrasan. Ya pasó otros meses. Y sabéis que hacen el Ayuntamiento e @garciadevinuesa  pues miran para otro lado. No controlan. No les preocupa que personas que trabajan y prestan un servicio para el Ayuntamiento no cobren a tiempo.;963470150489001984;;;;;mention;2.0;3.0;0;0;0;0;0;0;3403865315
769;24159;5a9c74640842190dbf52341f;1;-1;Fri Feb 16 14:15:00 +0000 2018;@marianorajoy @zoidoJI Señor Presidente De España. ¿Lo Va A Gestionar Usted?¿NO? ¿quiénes? https://t.co/4reWBkoAoi;964503379987914757;None;;343447873.0;;reply;1.0;4.0;1;0;0;0;0;0;301532998
770;23956;5a9c74640842190dbf523354;1;1;Thu Feb 15 20:27:17 +0000 2018;@ionebelarra @ahorapodemos Claro que mienten pero yo lo llamaria mantenimiento de la porcion de la torta estaban comodos y quieren seguir asi evidente;964234682043961345;964199795299667968;;344739325.0;;reply;2.0;4.0;-1;0;0;0;0;0;959108851617366017
771;16582;5a9934310842191684e66416;1;1;Mon Jan 01 10:10:34 +0000 2018;@RevillaMiguelA;947772024780357633;None;;516405086.0;;reply;2.0;4.0;1;0;0;0;0;0;2929438084
772;26411;5a9934320842191684e71fbf;1;1;Wed Jan 17 19:46:52 +0000 2018;@sanchezcastejon @PSOE Pero este pp termina con todos los derechos de los trabajadores y sin una huelga general luego vendrá el psoe y dira que la constitución no se puede cambiar;953715261567356928;950052621494181889;;68740712;;reply;3.0;4.0;0;0;0;0;0;0;941412429849866240
773;14465;5a9c74630842190dbf4fea0a;1;1;Thu Jan 04 13:01:11 +0000 2018;@Viondi @ccifuentes Y porque no utilizan ese dinero para terminar de una puta vez el instituto de las tablas?  Seguramente el del videojuego es familiar o tío o conocido de su familia y hay que darle trabajo y pagarlo con el dinero de todos. Porque no se van todos ustedes a la PUTA MIERDA?!!;948902125005877250;948894254037897218;;15667049.0;;reply;2.0;1.0;-1;0;0;0;0;0;181493333
774;9196;5a9934340842191684e80306;1;1;Fri Feb 02 16:17:59 +0000 2018;@MarcialGoBal @elconfidencial Sr.Ministro. Prometió una equiparación real de 1500 millones en 3 años y ahora dice que en vez de 1500, son 600 millones?? #NoNosengañe, #EquiparacionYa @jusapol #1500millonesEn3años;959460900464885765;959358219314434048;;1278012284.0;;reply;2.0;1.0;1;0;0;0;0;0;930457697505480705
775;19816;5a9934330842191684e79313;1;-1;Thu Jan 25 10:01:47 +0000 2018;@ForcadellCarme @jcuixart Debería estar usted acompañándoles;956467124595318784;956239212432502784;;2347190174;;reply;2.0;1.0;0;0;0;0;0;0;955040347155025926
776;6086;5a9934320842191684e75d71;1;1;Sat Jan 20 17:58:37 +0000 2018;@Mtelladof Puede ser Don Miguel, puede ser.Aunque usted sería un gran presidente de nosotros, todos los gallegos de bien.;954775185089073152;;;;;mention;1.0;3.0;0;0;0;0;0;0;2844176429
777;20463;5a9934330842191684e7959a;1;1;Thu Jan 18 08:52:01 +0000 2018;@eduardorepi En mentiras superan incluso al PP.... Y parecía imposible;953912851235819521;953879878859976705;;299062519;;reply;1.0;3.0;0;0;0;0;0;0;89010453
778;321;5a9934340842191684e86b79;1;-1;Thu Feb 08 17:28:04 +0000 2018;@LizarragaC_ Ea y la consejera se queda tan pancha....q vergüenza-;961652865927442433;;;;;mention;1.0;2.0;0;10;0;0;0;0;630109074
779;9104;5a9934310842191684e6dc24;1;1;Wed Jan 17 10:54:26 +0000 2018;@GallizoMercedes Hoy está en el recuerdo de todos, no lo dude. Ojalá @zoidoJI. y #yusteyvelascodimision pensasen como Ud. #sosprisiones #equiparacionprisiones #prisionesGrupoB #nivel17prisiones #oepextraordinaria #stopagresiones #prisionespublicas #yusteyvelascodimision #formacionCep;953581271086661632;953561293046341632;;743808139;;reply;1.0;2.0;0;21;0;0;0;0;851772980845842432
780;22065;5a9c74630842190dbf4f90ed;1;1;Thu Dec 14 11:32:31 +0000 2017;@EquipoClavijo No necesitan alabanzas, lo que necesitan, es el apoyo real de su incertidumbres, en qué se mueven;941269666642780160;941268402089418752;;2985832967.0;;reply;2.0;3.0;1;0;0;0;0;0;2888150565
781;9715;5a9c74640842190dbf51fbb3;1;1;Sun Feb 11 22:59:43 +0000 2018;@Anai_pb Que se puede esperar de un partido veleta desde su creación...;962823490373062656;962806901703667712;;275736474.0;;reply;3.0;1.0;-1;0;0;0;0;0;617578168
782;18398;5a9934340842191684e826f8;1;-1;Thu Feb 08 19:13:08 +0000 2018;@hugomabarca Pero él el sueldo lo cobra puntual ¿verdad?;961679307608346625;961656649055391744;;17138110.0;;reply;3.0;1.0;1;0;0;0;0;0;133680922
783;23733;5a9c74630842190dbf510de8;1;-1;Wed Jan 17 09:32:55 +0000 2018;@pepeciscar Advierto bastante nivel de estultícia...;953560755701460992;953545451168464896;;204350553;;reply;4.0;3.0;0;0;0;0;0;0;154991868
785;8385;5a9934320842191684e7666c;1;-1;Thu Jan 25 09:55:22 +0000 2018;@gabrielrufian La verdad es q tengo poca vergüenza!! Jajaja Vergüenza me da vuestra realidad paralela;956465511985971201;956093569097519104;;2904896141.0;;reply;1.0;4.0;0;0;0;0;0;0;918209321388969985
786;18903;5a9934320842191684e7026b;1;-1;Wed Jan 17 17:08:38 +0000 2018;@RevillaMiguelA Y lo de incentivar la maternidad?? 🤔 no sé... lo mismo digo un disparate lo de tener una sociedad más joven que pueda aportar... #locuras #cosas quesemeocurrenaloloco;953675444196446209;953317995484467200;;516405086;;reply;2.0;4.0;0;0;0;0;0;0;495904515
788;26114;5a9934330842191684e7abad;1;1;Fri Jan 19 19:22:22 +0000 2018;@paquiconde @imbrodamelilla Le repito que las personas solidarias no incitan ni crean ningún tipo de perjuicio, si lo hace el rechazo y la exclusión de los niños;954433871692615680;954432325584064512;;281658284;;reply;2.0;4.0;0;0;0;0;0;0;3939061528
789;20049;5a9c74630842190dbf50ff84;1;1;Tue Jan 23 18:47:21 +0000 2018;@junqueras @najat_driouech Ahora os dedicais a manipular la imagen de esta señora para vuestros asquerosos intereses.En España hay mucha mas diversidad.Hay gente de todo el mundo.Incluidos catalanes de 8 apellidos... adoctrinados....Que lo de la carcel sea para muchos años.Delincuente;955874611480186880;950107117855395840;;31416615;;reply;2.0;3.0;0;0;0;0;0;0;4241357476
790;10517;5a9c74630842190dbf504d31;1;1;Mon Jan 08 22:37:08 +0000 2018;@CsarZafra “El PP de Cifuentes se ha quitado la careta saliendo de la Comisión contra la corrupción” https://t.co/P1zLKEHgKB;950496622441648129;None;;1024001552;;reply;1.0;4.0;0;2;0;0;0;0;2917798335
791;2253;5a9c74630842190dbf50ba00;1;-1;Tue Jan 23 19:00:11 +0000 2018;Nombramiento de @jlayllon como nuevo Jefe de Gabinete de Rajoy.Suerte y acierto.:)) https://t.co/h05nXQMfQG;955877840649703424;;;;;mention;2.0;3.0;0;0;0;0;0;0;273883340
792;21753;5a9c74630842190dbf507915;1;1;Wed Jan 17 20:15:46 +0000 2018;@ierrejon Es nuestra Responsabilidad como seres Razonables cuidar la vida de cualquier ser vivientes en el planeta (Incluyendo los perros );953722537514586118;953721826257113090;;482389606;;reply;2.0;1.0;0;0;0;0;0;0;824014943515189249
793;8998;5a9c74630842190dbf504742;1;1;Sun Jan 14 13:02:10 +0000 2018;@CarlaAntonelli @avlj337 Busco amistad con transexuales TOLEDO O ZONA, para poder dialogar a través de WhatsApp creo que me gustaría sensaciones bonitas y nuevas para mi, pues apuesto por transexuales con ganas de una gran amistad no pago, solo cariño y buen royo les espero.;952526254175129601;950673787598536704;;64223584;;reply;3.0;1.0;0;0;0;0;0;0;856508789842948098
794;4803;5a9c74630842190dbf50c3f6;1;1;Thu Jan 25 11:56:33 +0000 2018;@Eva_Granados FATXES FATXES PSC SOU UNS FATXES;956496008384536577;;;;;mention;1.0;4.0;0;0;0;0;0;0;104885798
795;65841;5a9934360842191684e94218;1;1;Wed Feb 14 22:34:24 +0000 2018;@CarlosGamarraU @PodemosAragon ¿Y que daños provoca en el niño? ¿Nos lo puede demostrar usted? ¿O son ustedes el brazo armado de intereses económicos?;963904282167824384;963903764410327040;;2538250860.0;;reply;1.0;3.0;1;0;0;0;0;0;2545424251
799;12086;5a9934330842191684e774e1;1;1;Wed Jan 24 08:56:11 +0000 2018;@J_Sanchez_Serna Pedro caca;956088229341679617;955897312479449095;;300969753.0;;reply;2.0;3.0;0;0;0;0;0;0;895258248579878912
800;8312;5a9c74630842190dbf50d1ab;1;1;Mon Jan 22 17:31:30 +0000 2018;@gabrielrufian Si al menos ha servido para que dejes de jugar con la memoria histórica y te informes antes de escribir habrá merecido la pena.;955493134259163136;955474955403255810;;2904896141.0;;reply;3.0;4.0;0;43;0;0;0;0;94208950
801;16088;5a9934330842191684e78483;1;-1;Wed Jan 17 09:53:26 +0000 2018;@MailloAntonio dice que la marca Marea andaluza registrada por @Podemos_AND no tiene nada que ver con IU. No será el nombre de la futura coalición;953565918747090944;None;;464542552.0;;reply;4.0;1.0;0;4;0;0;0;0;240775423
802;14797;5a9c74640842190dbf520f8d;1;-1;Fri Feb 09 17:46:13 +0000 2018;@gemmalienas I pena molta pena;962019822161702912;961964869045182468;;249569378.0;;reply;1.0;4.0;-1;2;0;0;0;0;3346387347
803;14794;5a9c74640842190dbf520f8a;1;1;Sun Feb 11 09:36:36 +0000 2018;@gemmalienas Pues nada, lo apunto en mi lista de la compra!;962621380171886592;962621222361223169;;249569378.0;;reply;2.0;4.0;-1;1;0;0;0;0;2980868369
804;20373;5a9934300842191684e61ec9;1;-1;Sat Dec 16 13:35:10 +0000 2017;@MEspinosa_ Ni un paso atrás, gracias María!!!;942025311876800512;942025086818758657;;382001962.0;;reply;3.0;4.0;0;9;0;0;0;0;569428726
805;17106;5a9934310842191684e688d3;1;1;Sun Jan 07 23:36:24 +0000 2018;@sergiosayas @policiaforal_na Lávate la boca para hablar de Alsasua;950149149449752584;950092905569497088;;144600462.0;;reply;2.0;3.0;1;0;0;0;0;0;878223660187824128
806;8504;5a9934340842191684e88b70;1;-1;Fri Feb 16 04:08:51 +0000 2018;@juanmarin_cs ¿Para cuándo la desigualdad con el Impuesto de Sucesiones? Dejaos de parches chapuceros y bonificar al 99'9% como está Canarias. Entonces habla de igualdad. Mientras tanto, deja de tomar el pelo al pueblo!!;964350839635689472;964187187351826433;;625552603.0;;reply;3.0;4.0;1;0;0;0;0;0;889614383629914117
807;26026;5a9c74630842190dbf5089c6;1;1;Wed Jan 17 20:54:37 +0000 2018;@Albert_Rivera La vieja chocha está que se cree de lo único que se va a independizadar es de las compresas, tu no fuiste ni princesa.;953732312885350400;953716621209632769;;108994652;;reply;1.0;4.0;0;0;0;0;0;0;2425409051
809;26849;5a9934320842191684e72175;1;1;Wed Jan 10 10:15:58 +0000 2018;@oskarmatute @cutfastabrus Entendido, gracias;951034875519361024;951032083190894593;;27675374;;reply;3.0;1.0;0;0;0;0;0;0;5340292
810;69640;5a9c74650842190dbf535234;1;1;Wed Feb 28 07:19:47 +0000 2018;"@EquipoClavijo afirma q la subida del 0,25% d las #pensiones es""claramente insuficiente""El presidente #GobiernodeCanarias, ha afirmado ayer q la subida del 0,25% es ""claramente insuficiente"", por lo q el #Gobcan está en mejorar sueldos, estabilidad y las pensiones. @EPCanarias https://t.co/d2PLThGBp0";968747544972054528;None;;2985832967.0;;reply;3.0;1.0;1;3;0;0;0;0;46860718
811;14390;5a9c74640842190dbf520df6;1;1;Fri Feb 16 10:34:18 +0000 2018;"@miqueliceta @cronicaglobal Querer votar en un referéndum ha provocado un retroceso en la ""consolidada democracia española"".Fostiar a manifestantes, no permitir que un President electo tome su cargo, parasitar las instituciones o utilizar el sistema judicial para egercer opresión, ha sido todo un avanze...";964447839286890497;964393763232661504;;74205573.0;;reply;2.0;3.0;1;0;0;0;0;0;844453838
812;4363;5a9934320842191684e756b6;1;1;Wed Jan 24 09:33:08 +0000 2018;@titonlailla Ni oblit ni perdó!!;956097528793006080;;;;;mention;1.0;4.0;0;1;0;0;0;0;943980796796383232
815;3832;5a9934330842191684e7ee12;1;-1;Wed Feb 07 10:29:09 +0000 2018;".@neuslloveras: ""Perquè m' estimo l'entitat i perquè crec que es mereix algú que estigui al cent per cent, avui he presentat la meva dimissió"" https://t.co/37BjOHdkeq";961185052481728513;;;;;mention;4.0;2.0;0;17;0;0;0;0;462092492
816;70630;5a9c74650842190dbf535612;1;1;Sun Mar 04 14:24:40 +0000 2018;@RevillaMiguelA Don dinero poderoso caballero 🗣🗣🎗🎗;970304021528481792;970281089729286144;;516405086.0;;reply;3.0;4.0;1;0;0;0;0;0;909408025231970304
817;16943;5a9934330842191684e787da;1;-1;Thu Jan 25 11:31:40 +0000 2018;@ccifuentes @CDLeganes Soy del Real Madrid pero tengo que felicitarlos y darle la Nora buena si señor mi enhorabuena me alegro se lo habéis merecido🌹;956489745110130688;956303620903002114;;18265605.0;;reply;1.0;4.0;0;0;0;0;0;0;929795755082174464
818;16654;5a9934350842191684e8ab46;1;1;Tue Feb 13 20:41:45 +0000 2018;@monicaoltra @compromis Para llenar las listas es necesario ensanchar el filtro, y por ahí se cuela de todo. Es cuestión de tiempo y de cuota de poder encontrar en los juzgados imputados con la marca Compromís, por desgracia...;963513547991941122;963372467023765504;;197863865.0;;reply;2.0;1.0;0;0;0;0;0;0;940266278
820;4263;5a9c74640842190dbf515b49;1;-1;Tue Jan 30 10:21:40 +0000 2018;@raulmorenom Es que nuestro presidente és Puigdemont, és el que teniamos y el que queremos, no el que quiera M. Rajoy...;958284068709388289;;;;;mention;4.0;2.0;0;0;0;0;0;0;613315923
822;4993;5a9934310842191684e6cc15;1;1;Sun Jan 14 09:13:05 +0000 2018;@PatriciaReyesCs Se ve gobernando con todo dios. Normal, solo sabe mentir y arrastrarse.;952468601432363008;;;;;mention;1.0;4.0;0;0;0;0;0;0;907329050884141057
825;3510;5a9934310842191684e64f5c;1;1;Sat Dec 23 12:24:35 +0000 2017;Lo de no pactar con la FSA y tal está bien, @Daniel_Ripa.   Pero ya que uno se pone, vamos a evitar proponer lo mismo que el PP para aceptar unos presupuestos.;944544261839695872;;;;;mention;2.0;1.0;0;0;0;0;0;0;935591836667834368
826;69894;5a9c74640842190dbf52bd75;1;1;Fri Feb 16 10:06:19 +0000 2018;@pedrosaurag Hay que forzar al gobierno a que los presenten y a base de enmiendas cargarselos y entonces  forzar al presidente del gobierno a que se someta a una moción de confianza, creo que es buena idea para quitarnos de enmedio a este partido sospechoso de robarnos a los españoles.;964440796618461184;964142450414706689;;538336743.0;;reply;3.0;1.0;1;0;0;0;0;0;3229342143
827;9138;5a9c74640842190dbf526c46;1;1;Thu Feb 22 22:10:02 +0000 2018;Orgull de companya. Una forta abraçada I tot el meu suport @isaserras Endavant https://t.co/kMJ4DPplaK;966797253703819264;;;;;mention;2.0;3.0;0;0;0;0;0;0;363888241
828;25578;5a9c74640842190dbf5239aa;1;1;Thu Feb 08 21:09:57 +0000 2018;"@Felisuco_ A este paso será necesario denominarnos como ""persones"", ya que en pro de la igualdad habrá que diferenciar entre las personas y los personos.";961708705912934400;961604199690711040;;238275157.0;;reply;2.0;3.0;0;0;0;0;0;0;2812871593
830;8357;5a9c74630842190dbf50d1d8;1;1;Thu Jan 25 10:07:54 +0000 2018;@gabrielrufian ¿El Gobierno Ñ también se ríe del TDH? ¿Los del TDH no revisan el perfil de sus candidatos? ¿Esta es la Europa cuna de los DD.HH? #Hipocresia #cinismo;956468664273899521;956463490771968000;;2904896141.0;;reply;1.0;2.0;0;0;0;0;0;0;3135029803
831;19065;5a9934330842191684e79024;1;-1;Mon Jan 22 22:04:17 +0000 2018;@dolorsbassac @elmonarac1 Molt clar i totalment cert! Gràcies per recorda- nos ho.;955561783661678592;955514739173543937;;228186543.0;;reply;2.0;1.0;0;0;0;0;0;0;949724088603480065
833;6084;5a9c74630842190dbf50c8f7;1;1;Wed Jan 24 16:55:11 +0000 2018;@Mtelladof Y se ríe, el botarate, vergüenza tenía que darle al #PutoCrack;956208771692482562;;;;;mention;2.0;1.0;0;0;0;0;0;0;2392706936
834;8993;5a9c74640842190dbf51f8e1;1;1;Thu Feb 15 18:36:38 +0000 2018;"@TeresaRodr_ Pues si Teresa, el partido corruPPto tiene una meta, cargarse la SANIDAD PUBLICA; hay que echarlos si o si.";964206834855723008;964201894947078150;;784574954.0;;reply;1.0;4.0;-1;0;0;0;0;0;3025326429
835;4638;5a9c74640842190dbf515cc0;1;1;Tue Feb 06 14:20:52 +0000 2018;@boixalfred En eso estamos;960880978637066242;;;;;mention;2.0;3.0;0;0;0;0;0;0;426537141
837;11399;5a9c74630842190dbf5050a3;1;1;Wed Jan 17 16:16:41 +0000 2018;@ForcadellCarme Se han dejado unas toallas de gimnasio amarillas dobladas sobre unos escaños vacios en el parlament!;953662370189946881;953523344992821248;;2347190174;;reply;4.0;3.0;0;0;0;0;0;0;865822946
839;20281;5a9934330842191684e794e4;1;-1;Mon Jan 15 22:29:06 +0000 2018;@montsepalau Va beguda;953031313250045957;953020065942818816;;217778683;;reply;2.0;4.0;0;0;0;0;0;0;23418981
840;16149;5a9934330842191684e784c0;1;-1;Wed Jan 17 23:47:52 +0000 2018;@juanmarin_cs Gracias a ti por el apoyo y por tu incansable labor en Andalucía. Un abrazo, seguiremos haciendo #PolíticaÚtil para los vecinos;953775911895289861;953744569576951810;;625552603.0;;reply;2.0;4.0;0;0;0;0;0;0;196084448
841;59725;5a9934360842191684e92a34;1;-1;Fri Feb 16 07:11:57 +0000 2018;@ChakirelHomrani @lluis_llach O;964396917483425797;964146395467993089;;293454538.0;;reply;4.0;1.0;0;0;0;0;0;0;952242656440184833
842;16912;5a9c74630842190dbf4ff399;1;1;Tue Jan 09 17:22:06 +0000 2018;@JavierJesparza Insulto a los navarros y a sus instituciones es que alguien como usted sea quién lidere la oposición y haya llegado a ser consejero. Para hacernoslo mirar.;950779727572357120;950724549238280193;;457414881.0;;reply;3.0;2.0;1;0;0;0;0;0;4828180072
843;13661;5a9934350842191684e902ce;1;1;Sat Feb 24 15:19:22 +0000 2018;El #21D vam fer possible que el #President legítim de Catalunya guanyés les eleccions dins el bloc republicà, avui a #rubicity amb el conseller @jorditurull hem agraït el suport dels interventors, apoderats i simpatitzants que ho van fer posssible. #juntsxcatalunya https://t.co/XdVZbVeK0L;967418684061945857;;;;;mention;2.0;1.0;0;6;0;0;0;0;2991897978
844;432;5a9934330842191684e7e0ca;1;1;Thu Feb 01 11:51:48 +0000 2018;Buen artículo de @EvaGSempere sobre contaminación atmosférica que causa en España 31000 muertes anuales según la Agencia Europea de Medio Ambiente https://t.co/o8bsaWoyje;959031526297161729;;;;;mention;4.0;1.0;0;3;0;0;0;0;2976797657
845;19673;5a9c74630842190dbf5070f5;1;1;Wed Jan 10 17:20:53 +0000 2018;"@PatriciaReyesCs @CiudadanosCs Como siempre ""Podemos"" en contra de España.";951141810566463489;950821162824749056;;3231722962;;reply;3.0;2.0;0;0;0;0;0;0;97708070
846;64;5a9c74640842190dbf514ae2;1;-1;Sun Feb 04 22:16:07 +0000 2018;#WorldCancerDay #DíaMundialContraElCáncer 🗓 @JorgeFdezDiaz : «Cáncer no es igual a muerte» https://t.co/OVS1jcbEXP https://t.co/LftUITFhQn;960275805858422785;;;;;mention;1.0;4.0;0;7;0;0;0;0;112694236
847;26123;5a9c74640842190dbf51b0ad;1;1;Wed Feb 07 20:48:17 +0000 2018;@paulapra2 das noxo como política, acusando a diputados electos democráticamente como @VillaresLuis de @En_Marea, ou @anaponton do @obloque de ser complices do #terrorismo, esa e a porcallada de políticas que fai o @ppdegalicia que desde @XuntosActua vamos a combatir...#noxo;961340863082303488;None;;251305508.0;;reply;3.0;1.0;0;2;0;0;0;0;2766950015
848;3536;5a9934320842191684e7537b;1;-1;Mon Jan 22 15:16:12 +0000 2018;@EmilioDelgadoOr Sublime!! https://t.co/UdRVr7Kzug;955459086371475457;;;;;mention;4.0;2.0;0;0;0;0;0;0;1656710785
849;10918;5a9c74640842190dbf520066;1;1;Thu Feb 08 19:58:55 +0000 2018;@CarmenSanJose15 Izquierdo reprobado. Izquierdo hundido. Cuestión de tiempo que le echen.;961690828207984640;961662666841493505;;2992515688.0;;reply;1.0;2.0;-1;0;0;0;0;0;86110218
854;15482;5a9c74640842190dbf52123a;1;1;Wed Feb 14 09:55:02 +0000 2018;@AnnaGaSabate Te has fumado algo?;963713184522821632;963703465603104768;;923751175.0;;reply;3.0;2.0;-1;0;0;0;0;0;326318668
856;26362;5a9934330842191684e7aca5;1;1;Mon Jan 22 13:06:10 +0000 2018;"@ekrica @victorjuan ""Razón y fe"" en la misma frase?";955426361073651712;955395930869653505;;2425247182;;reply;4.0;1.0;0;0;0;0;0;0;2154490684
857;5970;5a9c74640842190dbf51ed12;1;-1;Wed Feb 14 11:01:47 +0000 2018;Hola @JaumeMoyaM me puedes seguir para enviarte un DM? Gràcies;963729980399194112;;;;;mention;2.0;1.0;0;0;0;0;0;0;257531508
859;3474;5a9934310842191684e64f4e;1;-1;Sun Dec 31 12:35:40 +0000 2017;@GLlamazares Empezad a respetar la voz de la gente,la democracia es amplia,si se ponen limites a traves de la fuerza y la violencia deja de ser democracia para ser otra cosa,yo lo llamo democracia de tercera regional,otros democracia de chichimabo,otros democracia joven con presos politicos;947446153506906112;;;;;mention;1.0;2.0;0;0;0;0;0;0;1215007825
860;1496;5a9934310842191684e6be6c;1;1;Sun Jan 14 11:00:41 +0000 2018;@albertbatet Idiosincràsia d'encunyació castellana (altiva i bel·ligerant) amb l'agreujant d'una dependència econòmica per subsistir.... Un pèssim escenari;952495682346209280;;;;;mention;2.0;1.0;0;0;0;0;0;0;772736974415421440
861;751;5a9934330842191684e7e209;1;1;Sun Feb 04 22:59:01 +0000 2018;@anioramas https://t.co/jaqbSpPm45;960286601455730689;;;;;mention;2.0;4.0;0;0;0;0;0;0;3339194783
862;13107;5a9c74640842190dbf5208f3;1;-1;Sat Feb 10 15:27:20 +0000 2018;@meritxellroige @Ferran_Bel Èxits i encerts @meritxellroige!;962347258955157505;961759781739552768;;195663857.0;;reply;4.0;1.0;-1;0;0;0;0;0;217778683
863;28158;5a9c74640842190dbf51b8a0;1;1;Thu Feb 08 20:04:06 +0000 2018;@mjburuaga Es increible la cantidad de tonterias q tenemos q escucharca esta izda! Sera porque no tienen nada interesante q decir?;961692132607168513;961679507030671361;;8.355518168761795e+17;;reply;2.0;4.0;0;0;0;0;0;0;148865762
864;7951;5a9934340842191684e88947;1;1;Wed Feb 14 11:12:24 +0000 2018;Hay que reconocer que no está de más el sentido del humor dentro de lo malo @inigoalli https://t.co/XkywXcppMI;963732653806702592;;;;;mention;4.0;2.0;0;0;0;0;0;0;145588318
865;14859;5a9934310842191684e65d5b;1;1;Sat Dec 23 09:45:57 +0000 2017;@MaesePads https://t.co/61FkumB6CJ;944504339699322880;944160055124987904;;338560854.0;;reply;3.0;4.0;1;0;0;0;0;0;22751924
866;20323;5a9c74640842190dbf522523;1;1;Thu Feb 15 14:06:10 +0000 2018;@SofCastanon @ana_morgade Toda la puta razon tienes;964138769938083840;963741435530022912;;3495603017.0;;reply;4.0;3.0;0;0;0;0;0;0;901866189294620674
867;7377;5a9934320842191684e7627c;1;1;Mon Jan 15 20:51:00 +0000 2018;".@jr_blanco_ cree que el delegado Samuel Ruiz actúa de manera partidista, recordando el ""acoso  y derribo"" a que sometió a activistas antidesahucios   https://t.co/aTefsZl14S";953006626570727429;;;;;mention;1.0;2.0;0;6;0;0;0;0;797028270
868;75691;5a9934360842191684e96892;1;1;Sat Feb 24 15:44:28 +0000 2018;@juanmalpr Es una cgada tan grande, que si la cometes en tu trabajo, vas a la puta calle.Ellos no, igual hasta la repiten a lo largo de los cuatro años.;967425001333944320;966762307815661568;;19020032.0;;reply;4.0;1.0;0;0;0;0;0;0;915511934350499840
869;21556;5a9c74630842190dbf510567;1;1;Sun Jan 21 11:01:25 +0000 2018;@carrizosacarlos @jusapol #EquiparacionYa;955032582126817280;954694305104396288;;268927636;;reply;1.0;3.0;0;0;0;0;0;0;938334860623646720
870;21973;5a9934330842191684e79b80;1;1;Tue Jan 23 15:50:21 +0000 2018;@evalmim @CiutadansCs  https://t.co/fXsvheYYnZ;955830070031126533;955828187493228545;;1144143464;;reply;2.0;1.0;0;0;0;0;0;0;367198767
872;13912;5a9c74640842190dbf5180fa;1;-1;Thu Feb 08 17:39:16 +0000 2018;@emilio_delrio @magomore No iréis tan fino menos sofistificación y más hechos;961655683065270273;961640599354044418;;168447928.0;;reply;3.0;2.0;1;0;0;0;0;0;424866631
873;19245;5a9934330842191684e790d8;1;1;Wed Jan 24 07:03:01 +0000 2018;@gebelque No l’oblidarem, ni nosaltres ni les generacions futures. Passarà als llibres d’història com la barbarie que va cometre Spain sobre el poble de Catalunya, quan aquest anava a votar el seu futur. Va ser un dels catalitzadors pel que va succeïr després, la fundació de la Republica.;956059748197195781;955737697770967040;;189971995.0;;reply;4.0;1.0;0;0;0;0;0;0;953058096
874;22021;5a9934350842191684e8c03d;1;-1;Tue Feb 13 08:47:24 +0000 2018;"@PiliCancela ,Presidenta de la mesa de Igualdad del Congreso: ""Es fundamental para que la igualdad sea efectiva. Sobre todo los medios de comunicación públicos. https://t.co/wKYSa59rwL";963333776989474816;None;;1042939466.0;;reply;1.0;2.0;-1;0;0;0;0;0;398839660
875;19360;5a9934320842191684e70434;1;-1;Mon Jan 15 11:30:06 +0000 2018;@CnLacoba @marianorajoy Espero q alguno del pp tenga la misma suerte q tienen muchos dependientes q se mueren sin recibir la ayuda q tanto os jastais de dar a la gente;952865470394372096;952853520562245632;;4172373034;;reply;1.0;3.0;0;0;0;0;0;0;4441351469
876;14097;5a9c74630842190dbf4fc5e9;1;-1;Thu Dec 28 22:02:51 +0000 2017;@CarlaAntonelli @JosLuisPedreir3 Que bella eres!;946501727032836096;946500698811830272;;64223584.0;;reply;1.0;4.0;-1;0;0;0;0;0;705796051605852160
